kriol,english
afta na ola isreil pipul bin lukinat joshuwa wen imbin raidimdan langa ston detlot lowa weya mosis bin raidimdan basdam.,"He wrote there on the stones a copy of Moses' law, which he wrote in the presence of the children of Israel."
yawei yu det boswan god. ai libum ebrijing langa yu. aibin trastimbat yu brom yang taim.,"For you are my hope, Lord Yahweh, my confidence from my youth."
"jerabowam det san blanga neibat bin gibit bekboun langa salaman, im king.","Yet Jeroboam the son of Nebat, the servant of Solomon the son of David, rose up, and rebelled against his lord."
king hesakaiya bin brabli gudwan king. ebrijing imbin oldei dum blanga det serramoni pleis en hau imbin sabi det lowa gudwei imbin dum brabliwei blanga yawei. imbin kipgon bulurrumbat im brabli strongbalawei en nomo gibap.,"In every work that he began in the service of God's house, in the law, and in the commandments, to seek his God, he did it with all his heart and prospered."
"""if ai kipgon tok, o if ai nomo tok, ai garra kipgon abumbat pein en ai garra kipgon woriworibat du.","""Though I speak, my grief is not subsided. Though I forbear, what am I eased?"
"detlot but weya meigimbat nois brom detlot ami wen olabat wokwokbat, en detlot klos blanga detlot ami, bin abum blad oloba. ol detlot bin ol barnbarn langa faiya na.","For all the armor of the armed man in the noisy battle, and the garments rolled in blood, will be for burning, fuel for the fire."
"detlot enamimob bin teikoba det krosing langa det riba, en olabat bin barnimap ola strongwan haus garram faiya. detlot bebalon solja bin brabli bradin.","So the passages are seized. They have burned the reeds with fire. The men of war are frightened."""
"""wal nomo stilimbat enijing o trikimbat pipul. nomo kipum det weijis brom enibodi hubin wek blanga yumob. yumob garra peiyim im det seimdei.","""'You shall not oppress your neighbor, nor rob him. ""'The wages of a hired servant shall not remain with you all night until the morning."
"wal king deibid bin tok, ""mi thestiwan. ai wandim woda brom det wel gulijap langa det geit langa bethlahem.""","David longed, and said, ""Oh, that someone would give me water to drink from the well of Bethlehem, which is by the gate!"""
en tudei olabat stil kipgon dumbat lagijat. olabat nomo weship langa yawei en dei nomo duwit langa detlot lowa weya yawei bin gibit langa ola bambaiwan femili blanga jeikob hu imbin gulum det neim isreil.,"To this day they do what they did before. They don't fear Yahweh, and they do not follow the statutes, or the ordinances, or the law, or the commandment which Yahweh commanded the children of Jacob, whom he named Israel;"
"en imbin askim det wekinmen blanga eibrahem, ""hu det men kaminap iya?"" en det wekinmen bin tok, ""tharran main bos aisik."" wal rabeka bin grebum im heinggitjif na, en imbin gaburrumap miselp feis garram det heinggitjif.","She said to the servant, ""Who is the man who is walking in the field to meet us?"" The servant said, ""It is my master."" She took her veil, and covered herself."
"en ai garra sei gudei langa det greibyad jis laik mi tok langa main dedi. en detlot wem olabat main mami en sistamob, en ai garra sei gudei langa olabat.","if I have said to corruption, 'You are my father,' and to the worm, 'My mother,' and 'My sister,'"
"wal wotfo yu nomo bin yusum det mani blanga meigim mowa mani? yu bina yusum det mani raitwei, en ai bina gedimbek mowa mani wen aibin kambek.'","You ought therefore to have deposited my money with the bankers, and at my coming I should have received back my own with interest."
brom deya joshuwa bin larram ol detlot isreil pipul gobek langa olabat ronwan kantri.,"So Joshua sent the people away, each to his own inheritance."
"wal det bodi blanga amasa bin leidanbat deya rait langa midul langa det roud garram blad ebriweya, en det solja blanga jowab hubin jandapbat deya bin nodisim ebribodi bin oldei stap en lukinatbat det bodi, en imbin go en gajim det bodi, en imbin pulum det bodi wansaid deya gin langa det fam, en imbin gaburrumap det bodi garram bleingkit,","Amasa lay wallowing in his blood in the middle of the highway. When the man saw that all the people stood still, he carried Amasa out of the highway into the field, and cast a garment over him when he saw that everyone who came by him stood still."
wal yawei bin album king asa en im amimob bidim det ithiyopiya amimob. en detlot enami soljamob bin ol ranawei.,So Yahweh struck the Ethiopians before Asa and before Judah; and the Ethiopians fled.
"wal wan wuman deya bin neim lidiya. imbin kaman brom det taun gulum thaiyataira, en imbin oldei meigimbat det brabli pepul matiriyal weya ola roman bos bin oldei baiyim garram loda mani. wal lidiya bin oldei weship god. bat im nomo bin sabi jisas krais, en wen imbin irrim det gudnyus weya pol bin dalimbat olabat, jisas krais det boswan bin meigim im jinggabat en bilib langa im.","A certain woman named Lydia, a seller of purple, of the city of Thyatira, one who worshiped God, heard us. The Lord opened her heart to listen to the things which were spoken by Paul."
yumob sabi na? yumob kaan larram ola nogudbala ting bidim yumob. nomo. yumob garra bidim ola nogudbala ting garram ola gudbala ting.,"Don't be overcome by evil, but overcome evil with good."
"wal jisas bin tok, ""trubala det mesinja garra kaman lida en meigim ebrijing redi, en im tok langa oltestaman ai garra abum trabul, en dei garra tjakidawei mi.","He said to them, ""Elijah indeed comes first, and restores all things. How is it written about the Son of Man, that he should suffer many things and be despised?"
"wal aibin gedim gudnyus blanga yu, failiman. deibin dalim mi yu laigim ola pipul blanga god brabliwei, en deibin dalim mi yu bilib brabliwei langa jisas krais det bos blanga wi. wal blanga tharran na mi oldei jinggabat yu ebritaim wen mi tok langa god, en mi oldei sei theingkyu langa god blanga yu.","I thank my God always, making mention of you in my prayers,"
"seibum mi, yawei! mi ran langa yu blanga seibum mi.","A Poem by David. Preserve me, God, for I take refuge in you."
"en detlot men bin tok, 'nobodi bin askim melabat blanga wek.' en det fama bin tok, 'wal yumob go en wek langa main gadin.' en olabat bin go en wek langa im gadin.","""They said to him, 'Because no one has hired us.' ""He said to them, 'You also go into the vineyard, and you will receive whatever is right.'"
deibin abum 690 difrinwan femili brom det juda klen hubin jidan langa jerusalem. dijan na ola neim blanga detlot pipul. yuthai bin det boswan blanga det femili lain weya bin kamat brom det san blanga juda neim peres. yuthai bin det san blanga amihad en det grensan blanga omri. najalot grengrenfatha blanga im bin imrai en bani. esaiya bin det boswan blanga det femili lain weya bin kamat brom det san blanga juda neim shela. jeyuwel bin det boswan blanga det femili lain weya bin kamat brom det san blanga juda gulum sera.,"Uthai the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the children of Perez the son of Judah."
"en imbin pudum ol detlot lait langa skai blanga shaindan oloba langa dijan wel,","God set them in the expanse of the sky to give light to the earth,"
"if eni men silipsilipbat garram najawan men, wal dubala bin dum brabli nogudbala ting en dubala garra lafta dai mijamet. dubala ronwan folt tharran, dumaji dubala bin meigim miselp nogud.","""'If a man lies with a male, as with a woman, both of them have committed an abomination. They shall surely be put to death. Their blood shall be upon themselves."
"en detlot wuman bin tok na, ""wen melabat bin oldei gugumbat keik en bin meigim det sheip jis laik det gelwan drimin, en gibitbat im ofring oldei, en spilimbat wain ofring langa im, blanga melabat hasbinmob bin brabli gudbinji blanga wanim melabat bin oldei dumbat."" lagijat na detlot wuman bin tok.","The women said, ""When we burned incense to the queen of the sky and poured out drink offerings to her, did we make her cakes to worship her, and pour out drink offerings to her, without our husbands?"""
"wal yawei bin kipgon tok, ""ai garra bringimap main pipul olabat mijamet. olabat garram dubala ai, bat olabat kaan luk, en olabat garram dubala irriwol, bat olabat kaan irrim.","Bring out the blind people who have eyes, and the deaf who have ears."
"""wal mi na yawei det boswan god, en trubala ai dalim yu. det king brom juda garra dai langa bebalon, dumaji imbin breigim det pramis weya imbin meigim garram det king brom bebalon, hubin meigim im jidan king.","""'As I live,' says the Lord Yahweh, 'surely in the place where the king dwells who made him king, whose oath he despised, and whose covenant he broke, even with him in the middle of Babylon he will die."
"en nomeda wi nomo bin oldei lisin langa im en wibin jis laiga dedbala, bat stil imbin joinimap wi langa jisas krais en meigim wi laibala brom dedbala. imbin seibum wi, dumaji im brabli kainbala en imbin wandim wi.","even when we were dead through our trespasses, made us alive together with Christ—by grace you have been saved—"
"en imbin raidimdan detlot lowa blanga god langa buk, en afta imbin gajim bigwan ston, en imbin meigim det ston jandap wansaid langa det tri gulum ouktri deya langa det seikridwan pleis blanga yawei,","Joshua wrote these words in the book of the law of God; and he took a great stone, and set it up there under the oak that was by the sanctuary of Yahweh."
"if dubala men agamin gija, en det wanbala pudum det najawan langa bed, dumaji imbin hitim im garram ston o garram im bingga, en afta det men gidap, en im wokabat atsaid garram wokinstik, wal nobodi kaan panishim det men hubin hitim im, dumaji im nomo bin kilim im ded. det men hubin hitim im garra jis peiyim mani langa im, en im garra lukaftumbat im raidap im gudwan.","""If men quarrel and one strikes the other with a stone, or with his fist, and he doesn't die, but is confined to bed;"
"""wanim yumob reken? hu det speshalwan bos dei gulum masaiya? im grengrensan blanga king deibid?"" wal detlot serramonimen bin tok, ""yuwai, im grengrensan blanga king deibid.""","saying, ""What do you think of the Christ? Whose son is he?"" They said to him, ""Of David."""
"yu garra meigim dubala garram det seimwan gol weya yu garra meigim det lid, en yu garra pudum dubala tusaid langa det lid,","Make one cherub at the one end, and one cherub at the other end. You shall make the cherubim on its two ends of one piece with the mercy seat."
"if ai bina tok ola nogudbala ting, wal ai nomo bina jidan laik yu pipul olabat.","If I had said, ""I will speak thus"", behold, I would have betrayed the generation of your children."
bat dubala bin oldei silip miselpmiselp. dubala nomo bin brabli merrit raidap meri bin abum det beibi en josef bin gulum im neim jisas.,and didn't know her sexually until she had given birth to her firstborn son. He named him Jesus.
"afta na det king bin pikimat sambala kantrimen blanga im, en imbin meigim olabat jidan brabli jigiwan bos blanga meigim detlot isreil pipul wek brabli adbala, en deibin meigim olabat bildimap dubala nyuwan taun gulum paitham en remasis, en deya langa det dubala taun na det king bin pudumwei ola reshan blanga det kantri.",Therefore they set taskmasters over them to afflict them with their burdens. They built storage cities for Pharaoh: Pithom and Raamses.
